VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
3095, 13994, -10.89788,  5.13225,  0.00,  0.49865,  0.42802,  0.75376,  0.74954,  0.29425,  0.74954,  0.29425
3096, 13995, -9.57279,  2.60437,  0.55883,  0.89004,  0.44101, -0.11552,  0.00,  0.73229,  0.00,  0.73229
3097, 2096, -9.56575,  2.30184, -0.54183,  0.89004,  0.44101, -0.11552,  0.05929,  0.79146,  0.05929,  0.79146
3098, 13996, -10.89788,  5.13225,  0.00,  0.89004,  0.44101, -0.11552,  0.15209,  0.5419,  0.15209,  0.5419
3099, 13997, -9.56575,  2.30184, -0.54183,  0.71799,  0.44101, -0.53852,  0.05929,  0.79146,  0.05929,  0.79146
3100, 13998, -10.33905,  2.60437, -1.32508,  0.71799,  0.44101, -0.53852,  0.15209,  0.78749,  0.15209,  0.78749
3101, 13999, -10.89788,  5.13225,  0.00,  0.71799,  0.44101, -0.53852,  0.15209,  0.5419,  0.15209,  0.5419
3102, 14000, -12.22296,  2.60437, -0.55883,  0.04146, -0.99891, -0.02167,  0.23915,  0.36128,  0.23915,  0.36128
3103, 14001, -11.4397,  2.18073, -1.33213,  0.04146, -0.99891, -0.02167,  0.23931,  0.45489,  0.23931,  0.45489
3104, 14002, -10.33905,  2.60437, -1.32508,  0.04146, -0.99891, -0.02167,  0.3027,  0.52167,  0.3027,  0.52167
3105, 14002, -10.33905,  2.60437, -1.32508,  0.04146, -0.99891, -0.02167,  0.3027,  0.52167,  0.3027,  0.52167
3106, 14003, -9.56575,  2.30184, -0.54183,  0.04146, -0.99891, -0.02167,  0.39243,  0.52131,  0.39243,  0.52131
3107, 14000, -12.22296,  2.60437, -0.55883,  0.04146, -0.99891, -0.02167,  0.23915,  0.36128,  0.23915,  0.36128
3108, 14003, -9.56575,  2.30184, -0.54183,  0.04146, -0.99891, -0.02167,  0.39243,  0.52131,  0.39243,  0.52131
3109, 14004, -12.23,  2.03367,  0.54183,  0.04146, -0.99891, -0.02167,  0.30261,  0.29425,  0.30261,  0.29425
3110, 14000, -12.22296,  2.60437, -0.55883,  0.04146, -0.99891, -0.02167,  0.23915,  0.36128,  0.23915,  0.36128
3111, 14003, -9.56575,  2.30184, -0.54183,  0.04146, -0.99891, -0.02167,  0.39243,  0.52131,  0.39243,  0.52131
3112, 14005, -9.57279,  2.60437,  0.55883,  0.04146, -0.99891, -0.02167,  0.45573,  0.45506,  0.45573,  0.45506
3113, 14004, -12.23,  2.03367,  0.54183,  0.04146, -0.99891, -0.02167,  0.30261,  0.29425,  0.30261,  0.29425
3114, 14005, -9.57279,  2.60437,  0.55883,  0.04146, -0.99891, -0.02167,  0.45573,  0.45506,  0.45573,  0.45506
3115, 14006, -11.4567,  2.60437,  1.32508,  0.04146, -0.99891, -0.02167,  0.39218,  0.29468,  0.39218,  0.29468
3116, 14004, -12.23,  2.03367,  0.54183,  0.04146, -0.99891, -0.02167,  0.30261,  0.29425,  0.30261,  0.29425
3117, 14005, -9.57279,  2.60437,  0.55883,  0.04146, -0.99891, -0.02167,  0.45573,  0.45506,  0.45573,  0.45506
3118, 14007, -10.35605,  2.15506,  1.33213,  0.04146, -0.99891, -0.02167,  0.45573,  0.36068,  0.45573,  0.36068
3119, 14006, -11.4567,  2.60437,  1.32508,  0.04146, -0.99891, -0.02167,  0.39218,  0.29468,  0.39218,  0.29468
3120, 2098, -11.156,  4.16713, -1.12683, -0.68761,  0.40854, -0.60024,  0.85475,  0.60821,  0.85475,  0.60821
3121, 2099, -11.87719,  3.70637, -0.61427, -0.68761,  0.40854, -0.60024,  0.78505,  0.58218,  0.78505,  0.58218
3122, 2106, -10.89788,  6.25718,  0.00, -0.68761,  0.40854, -0.60024,  0.85475,  0.80985,  0.85475,  0.80985
3123, 14008, -11.87719,  3.70637, -0.61427, -0.8397,  0.40854, -0.35777,  0.78505,  0.58218,  0.78505,  0.58218
3124, 2100, -12.02471,  4.16713,  0.25812, -0.8397,  0.40854, -0.35777,  0.75441,  0.64367,  0.75441,  0.64367
3125, 14009, -10.89788,  6.25718,  0.00, -0.8397,  0.40854, -0.35777,  0.85475,  0.80985,  0.85475,  0.80985
3126, 14010, -12.02471,  4.16713,  0.25812, -0.61396,  0.41401,  0.67205,  0.86489,  0.31363,  0.86489,  0.31363
3127, 2101, -11.51215,  3.75654,  0.97931, -0.61396,  0.41401,  0.67205,  0.78898,  0.29425,  0.78898,  0.29425
3128, 14011, -10.89788,  6.25718,  0.00, -0.61396,  0.41401,  0.67205,  0.86489,  0.51495,  0.86489,  0.51495
3129, 14012, -11.51215,  3.75654,  0.97931, -0.33778,  0.41401,  0.84528,  0.78898,  0.29425,  0.78898,  0.29425
3130, 2102, -10.63975,  4.16713,  1.12683, -0.33778,  0.41401,  0.84528,  0.74954,  0.35263,  0.74954,  0.35263
3131, 14013, -10.89788,  6.25718,  0.00, -0.33778,  0.41401,  0.84528,  0.86489,  0.51495,  0.86489,  0.51495
3132, 14014, -10.63975,  4.16713,  1.12683,  0.71794,  0.39696,  0.57182,  0.62991,  0.73803,  0.62991,  0.73803
3133, 2103, -9.91856,  3.60113,  0.61427,  0.71794,  0.39696,  0.57182,  0.67502,  0.81399,  0.67502,  0.81399
3134, 14015, -10.89788,  6.25718,  0.00,  0.71794,  0.39696,  0.57182,  0.75441,  0.58218,  0.75441,  0.58218
3135, 14016, -9.91856,  3.60113,  0.61427,  0.82732,  0.39696,  0.39744,  0.67502,  0.81399,  0.67502,  0.81399
3136, 2104, -9.77104,  4.16713, -0.25812,  0.82732,  0.39696,  0.39744,  0.75441,  0.78609,  0.75441,  0.78609
3137, 14017, -10.89788,  6.25718,  0.00,  0.82732,  0.39696,  0.39744,  0.75441,  0.58218,  0.75441,  0.58218
3138, 14018, -9.77104,  4.16713, -0.25812,  0.59584,  0.40676, -0.69248,  0.85278,  0.02371,  0.85278,  0.02371
3139, 2105, -10.2836,  3.69018, -0.97931,  0.59584,  0.40676, -0.69248,  0.77473,  0.00,  0.77473,  0.00
3140, 14019, -10.89788,  6.25718,  0.00,  0.59584,  0.40676, -0.69248,  0.85278,  0.22491,  0.85278,  0.22491
3141, 14020, -10.2836,  3.69018, -0.97931,  0.36406,  0.40676, -0.83786,  0.77473,  0.00,  0.77473,  0.00
3142, 14021, -11.156,  4.16713, -1.12683,  0.36406,  0.40676, -0.83786,  0.73399,  0.06407,  0.73399,  0.06407
3143, 14022, -10.89788,  6.25718,  0.00,  0.36406,  0.40676, -0.83786,  0.85278,  0.22491,  0.85278,  0.22491
3144, 14023, -11.87719,  3.70637, -0.61427, -0.0269, -0.99964,  0.00006,  0.45573,  0.71097,  0.45573,  0.71097
3145, 14024, -11.156,  4.16713, -1.12683, -0.0269, -0.99964,  0.00006,  0.50672,  0.76492,  0.50672,  0.76492
3146, 14025, -10.2836,  3.69018, -0.97931, -0.0269, -0.99964,  0.00006,  0.57864,  0.76473,  0.57864,  0.76473
3147, 14025, -10.2836,  3.69018, -0.97931, -0.0269, -0.99964,  0.00006,  0.57864,  0.76473,  0.57864,  0.76473
3148, 14026, -9.77104,  4.16713, -0.25812, -0.0269, -0.99964,  0.00006,  0.62991,  0.71185,  0.62991,  0.71185
3149, 14023, -11.87719,  3.70637, -0.61427, -0.0269, -0.99964,  0.00006,  0.45573,  0.71097,  0.45573,  0.71097
3150, 14026, -9.77104,  4.16713, -0.25812, -0.0269, -0.99964,  0.00006,  0.62991,  0.71185,  0.62991,  0.71185
3151, 14027, -12.02471,  4.16713,  0.25812, -0.0269, -0.99964,  0.00006,  0.45608,  0.63581,  0.45608,  0.63581
3152, 14023, -11.87719,  3.70637, -0.61427, -0.0269, -0.99964,  0.00006,  0.45573,  0.71097,  0.45573,  0.71097
3153, 14026, -9.77104,  4.16713, -0.25812, -0.0269, -0.99964,  0.00006,  0.62991,  0.71185,  0.62991,  0.71185
3154, 14028, -9.91856,  3.60113,  0.61427, -0.0269, -0.99964,  0.00006,  0.62991,  0.63582,  0.62991,  0.63582
3155, 14027, -12.02471,  4.16713,  0.25812, -0.0269, -0.99964,  0.00006,  0.45608,  0.63581,  0.45608,  0.63581
3156, 14028, -9.91856,  3.60113,  0.61427, -0.0269, -0.99964,  0.00006,  0.62991,  0.63582,  0.62991,  0.63582
3157, 14029, -11.51215,  3.75654,  0.97931, -0.0269, -0.99964,  0.00006,  0.50705,  0.58218,  0.50705,  0.58218
3158, 14027, -12.02471,  4.16713,  0.25812, -0.0269, -0.99964,  0.00006,  0.45608,  0.63581,  0.45608,  0.63581
3159, 14028, -9.91856,  3.60113,  0.61427, -0.0269, -0.99964,  0.00006,  0.62991,  0.63582,  0.62991,  0.63582
3160, 14030, -10.63975,  4.16713,  1.12683, -0.0269, -0.99964,  0.00006,  0.57928,  0.58273,  0.57928,  0.58273
3161, 14029, -11.51215,  3.75654,  0.97931, -0.0269, -0.99964,  0.00006,  0.50705,  0.58218,  0.50705,  0.58218
3162, 2107, -10.32546,  5.45591, -0.89197, -0.0412,  0.42789, -0.90289,  0.23915,  0.91778,  0.23915,  0.91778
3163, 2108, -11.12384,  5.07623, -1.03548, -0.0412,  0.42789, -0.90289,  0.28177,  0.97684,  0.28177,  0.97684
3164, 2115, -10.89788,  7.28293,  0.00, -0.0412,  0.42789, -0.90289,  0.35305,  0.78258,  0.35305,  0.78258
3165, 14031, -11.12384,  5.07623, -1.03548, -0.33869,  0.42789, -0.83797,  0.28177,  0.97684,  0.28177,  0.97684
3166, 2109, -11.78985,  5.45591, -0.57241, -0.33869,  0.42789, -0.83797,  0.35305,  0.96258,  0.35305,  0.96258
3167, 14032, -10.89788,  7.28293,  0.00, -0.33869,  0.42789, -0.83797,  0.35305,  0.78258,  0.35305,  0.78258
3168, 14033, -11.78985,  5.45591, -0.57241, -0.90395,  0.42407,  0.05505,  0.00,  0.93014,  0.00,  0.93014
3169, 2110, -11.93335,  5.04637,  0.22596, -0.90395,  0.42407,  0.05505,  0.03788,  0.98793,  0.03788,  0.98793
3170, 14034, -10.89788,  7.28293,  0.00, -0.90395,  0.42407,  0.05505,  0.10942,  0.79146,  0.10942,  0.79146
3171, 14035, -11.93335,  5.04637,  0.22596, -0.84471,  0.42407,  0.32654,  0.03788,  0.98793,  0.03788,  0.98793
3172, 2111, -11.47029,  5.45591,  0.89197, -0.84471,  0.42407,  0.32654,  0.10942,  0.96951,  0.10942,  0.96951
3173, 14036, -10.89788,  7.28293,  0.00, -0.84471,  0.42407,  0.32654,  0.10942,  0.79146,  0.10942,  0.79146
3174, 14037, -11.47029,  5.45591,  0.89197,  0.10634,  0.40913,  0.90626,  0.35305,  0.92925,  0.35305,  0.92925
3175, 2112, -10.67191,  4.93053,  1.03548,  0.10634,  0.40913,  0.90626,  0.38076,  0.99231,  0.38076,  0.99231
3176, 14038, -10.89788,  7.28293,  0.00,  0.10634,  0.40913,  0.90626,  0.44509,  0.78258,  0.44509,  0.78258
3177, 14039, -10.67191,  4.93053,  1.03548,  0.28088,  0.40913,  0.86817,  0.38076,  0.99231,  0.38076,  0.99231
3178, 2113, -10.0059,  5.45591,  0.57241,  0.28088,  0.40913,  0.86817,  0.44509,  0.95905,  0.44509,  0.95905
3179, 14040, -10.89788,  7.28293,  0.00,  0.28088,  0.40913,  0.86817,  0.44509,  0.78258,  0.44509,  0.78258
3180, 14041, -10.0059,  5.45591,  0.57241,  0.90417,  0.42321, -0.05815,  0.85278,  0.14055,  0.85278,  0.14055
3181, 2114, -9.8624,  5.03961, -0.22596,  0.90417,  0.42321, -0.05815,  0.88887,  0.19725,  0.88887,  0.19725
3182, 14042, -10.89788,  7.28293,  0.00,  0.90417,  0.42321, -0.05815,  0.9596,  0.00,  0.9596,  0.00
3183, 14043, -9.8624,  5.03961, -0.22596,  0.84619,  0.4232, -0.32381,  0.88887,  0.19725,  0.88887,  0.19725
3184, 14044, -10.32546,  5.45591, -0.89197,  0.84619,  0.4232, -0.32381,  0.9596,  0.17703,  0.9596,  0.17703
3185, 14045, -10.89788,  7.28293,  0.00,  0.84619,  0.4232, -0.32381,  0.9596,  0.00,  0.9596,  0.00
3186, 14046, -11.78985,  5.45591, -0.57241, -0.00888, -0.99941, -0.03322,  0.45573,  0.81438,  0.45573,  0.81438
3187, 14047, -11.12384,  5.07623, -1.03548, -0.00888, -0.99941, -0.03322,  0.45602,  0.88332,  0.45602,  0.88332
3188, 14048, -10.32546,  5.45591, -0.89197, -0.00888, -0.99941, -0.03322,  0.50275,  0.93249,  0.50275,  0.93249
3189, 14048, -10.32546,  5.45591, -0.89197, -0.00888, -0.99941, -0.03322,  0.50275,  0.93249,  0.50275,  0.93249
3190, 14049, -9.8624,  5.03961, -0.22596, -0.00888, -0.99941, -0.03322,  0.56897,  0.93196,  0.56897,  0.93196
3191, 14046, -11.78985,  5.45591, -0.57241, -0.00888, -0.99941, -0.03322,  0.45573,  0.81438,  0.45573,  0.81438
3192, 14049, -9.8624,  5.03961, -0.22596, -0.00888, -0.99941, -0.03322,  0.56897,  0.93196,  0.56897,  0.93196
3193, 14050, -11.93335,  5.04637,  0.22596, -0.00888, -0.99941, -0.03322,  0.50247,  0.76492,  0.50247,  0.76492
3194, 14046, -11.78985,  5.45591, -0.57241, -0.00888, -0.99941, -0.03322,  0.45573,  0.81438,  0.45573,  0.81438
3195, 14049, -9.8624,  5.03961, -0.22596, -0.00888, -0.99941, -0.03322,  0.56897,  0.93196,  0.56897,  0.93196
3196, 14051, -10.0059,  5.45591,  0.57241, -0.00888, -0.99941, -0.03322,  0.61544,  0.88321,  0.61544,  0.88321
3197, 14050, -11.93335,  5.04637,  0.22596, -0.00888, -0.99941, -0.03322,  0.50247,  0.76492,  0.50247,  0.76492
3198, 14051, -10.0059,  5.45591,  0.57241, -0.00888, -0.99941, -0.03322,  0.61544,  0.88321,  0.61544,  0.88321
3199, 14052, -11.47029,  5.45591,  0.89197, -0.00888, -0.99941, -0.03322,  0.56842,  0.7651,  0.56842,  0.7651
3200, 14050, -11.93335,  5.04637,  0.22596, -0.00888, -0.99941, -0.03322,  0.50247,  0.76492,  0.50247,  0.76492
3201, 14051, -10.0059,  5.45591,  0.57241, -0.00888, -0.99941, -0.03322,  0.61544,  0.88321,  0.61544,  0.88321
3202, 14053, -10.67191,  4.93053,  1.03548, -0.00888, -0.99941, -0.03322,  0.61544,  0.8135,  0.61544,  0.8135
3203, 14052, -11.47029,  5.45591,  0.89197, -0.00888, -0.99941, -0.03322,  0.56842,  0.7651,  0.56842,  0.7651
3204, 2188,  26.71841,  2.55729, -16.12764, -0.91571,  0.38563, -0.11303,  0.00,  0.00,  0.00,  0.00
3205, 2187,  26.7271,  2.84871, -15.20377, -0.91571,  0.38563, -0.11303,  0.00,  0.00,  0.00,  0.00
3206, 2186,  27.68198,  4.97811, -15.67473, -0.91571,  0.38563, -0.11303,  0.00,  0.00,  0.00,  0.00
3207, 2167,  28.01699,  3.77207, -16.56682,  0.02293,  0.40881, -0.91233,  0.00,  0.00,  0.00,  0.00
3208, 2182,  27.22163,  4.07716, -16.4501,  0.02293,  0.40881, -0.91233,  0.00,  0.00,  0.00,  0.00
3209, 2172,  27.73806,  5.76382, -15.68135,  0.02293,  0.40881, -0.91233,  0.00,  0.00,  0.00,  0.00
3210, 2169,  27.9574,  4.8794, -16.43312, -0.28968,  0.41453, -0.8627,  0.00,  0.00,  0.00,  0.00
3211, 2171,  27.27835,  4.58157, -16.34822, -0.28968,  0.41453, -0.8627,  0.00,  0.00,  0.00,  0.00
3212, 2176,  27.70347,  6.26186, -15.68358, -0.28968,  0.41453, -0.8627,  0.00,  0.00,  0.00,  0.00
3213, 2189,  27.43531,  2.84871, -16.71046, -0.67133,  0.38563, -0.63294,  0.00,  0.00,  0.00,  0.00
3214, 14153,  26.71841,  2.55729, -16.12764, -0.67133,  0.38563, -0.63294,  0.00,  0.00,  0.00,  0.00
3215, 14154,  27.68198,  4.97811, -15.67473, -0.67133,  0.38563, -0.63294,  0.00,  0.00,  0.00,  0.00
3216, 2168,  28.38412,  4.07716, -16.01776,  0.65652,  0.38129, -0.65085,  0.00,  0.00,  0.00,  0.00
3217, 14155,  28.01699,  3.77207, -16.56682,  0.65652,  0.38129, -0.65085,  0.00,  0.00,  0.00,  0.00
3218, 14156,  27.73806,  5.76382, -15.68135,  0.65652,  0.38129, -0.65085,  0.00,  0.00,  0.00,  0.00
3219, 14157,  27.27835,  4.58157, -16.34822, -0.61018,  0.42008, -0.67172,  0.00,  0.00,  0.00,  0.00
3220, 2173,  26.92135,  4.9966, -15.76438, -0.61018,  0.42008, -0.67172,  0.00,  0.00,  0.00,  0.00
3221, 14158,  27.70347,  6.26186, -15.68358, -0.61018,  0.42008, -0.67172,  0.00,  0.00,  0.00,  0.00
3222, 2185,  27.45483,  2.45839, -14.52277,  0.25463,  0.383,  0.88796,  0.00,  0.00,  0.00,  0.00
3223, 2184,  28.35361,  2.61626, -14.84859,  0.25463,  0.383,  0.88796,  0.00,  0.00,  0.00,  0.00
3224, 14159,  27.68198,  4.97811, -15.67473,  0.25463,  0.383,  0.88796,  0.00,  0.00,  0.00,  0.00
3225, 2170,  28.54095,  3.79273, -15.21637,  0.92908,  0.36622, -0.05185,  0.00,  0.00,  0.00,  0.00
3226, 14160,  28.38412,  4.07716, -16.01776,  0.92908,  0.36622, -0.05185,  0.00,  0.00,  0.00,  0.00
3227, 14161,  27.73806,  5.76382, -15.68135,  0.92908,  0.36622, -0.05185,  0.00,  0.00,  0.00,  0.00
3228, 14162,  26.92135,  4.9966, -15.76438, -0.73259,  0.41857,  0.53676,  0.00,  0.00,  0.00,  0.00
3229, 2175,  27.15522,  4.58119, -15.12124, -0.73259,  0.41857,  0.53676,  0.00,  0.00,  0.00,  0.00
3230, 14163,  27.70347,  6.26186, -15.68358, -0.73259,  0.41857,  0.53676,  0.00,  0.00,  0.00,  0.00
3231, 14164,  28.35361,  2.61626, -14.84859,  0.78638,  0.39092,  0.47832,  0.00,  0.00,  0.00,  0.00
3232, 2183,  28.74663,  2.84871, -15.68474,  0.78638,  0.39092,  0.47832,  0.00,  0.00,  0.00,  0.00
3233, 14165,  27.68198,  4.97811, -15.67473,  0.78638,  0.39092,  0.47832,  0.00,  0.00,  0.00,  0.00
3234, 2174,  27.875,  3.97773, -14.76612,  0.58669,  0.40448,  0.70156,  0.00,  0.00,  0.00,  0.00
3235, 14166,  28.54095,  3.79273, -15.21637,  0.58669,  0.40448,  0.70156,  0.00,  0.00,  0.00,  0.00
3236, 14167,  27.73806,  5.76382, -15.68135,  0.58669,  0.40448,  0.70156,  0.00,  0.00,  0.00,  0.00
3237, 14168,  27.15522,  4.58119, -15.12124, -0.53305,  0.41969,  0.73465,  0.00,  0.00,  0.00,  0.00
3238, 2177,  27.80386,  5.0232, -14.90311, -0.53305,  0.41969,  0.73465,  0.00,  0.00,  0.00,  0.00
3239, 14169,  27.70347,  6.26186, -15.68358, -0.53305,  0.41969,  0.73465,  0.00,  0.00,  0.00,  0.00
3240, 14170,  28.74663,  2.84871, -15.68474,  0.76531,  0.38506, -0.51578,  0.00,  0.00,  0.00,  0.00
3241, 2190,  28.33795,  2.55105, -16.51335,  0.76531,  0.38506, -0.51578,  0.00,  0.00,  0.00,  0.00
3242, 14171,  27.68198,  4.97811, -15.67473,  0.76531,  0.38506, -0.51578,  0.00,  0.00,  0.00,  0.00
3243, 2178,  27.21855,  4.07716, -15.00605, -0.25303,  0.42576,  0.86874,  0.00,  0.00,  0.00,  0.00
3244, 14172,  27.875,  3.97773, -14.76612, -0.25303,  0.42576,  0.86874,  0.00,  0.00,  0.00,  0.00
3245, 14173,  27.73806,  5.76382, -15.68135, -0.25303,  0.42576,  0.86874,  0.00,  0.00,  0.00,  0.00
3246, 14174,  27.80386,  5.0232, -14.90311,  0.64767,  0.44306,  0.61986,  0.00,  0.00,  0.00,  0.00
3247, 2179,  28.37883,  4.70193, -15.27423,  0.64767,  0.44306,  0.61986,  0.00,  0.00,  0.00,  0.00
3248, 14175,  27.70347,  6.26186, -15.68358,  0.64767,  0.44306,  0.61986,  0.00,  0.00,  0.00,  0.00
3249, 2180,  26.81699,  3.70982, -15.75549, -0.87899,  0.38395,  0.28278,  0.00,  0.00,  0.00,  0.00
3250, 14176,  27.21855,  4.07716, -15.00605, -0.87899,  0.38395,  0.28278,  0.00,  0.00,  0.00,  0.00
3251, 14177,  27.73806,  5.76382, -15.68135, -0.87899,  0.38395,  0.28278,  0.00,  0.00,  0.00,  0.00
3252, 14178,  27.22163,  4.07716, -16.4501, -0.86806,  0.39988, -0.29421,  0.00,  0.00,  0.00,  0.00
3253, 14179,  26.81699,  3.70982, -15.75549, -0.86806,  0.39988, -0.29421,  0.00,  0.00,  0.00,  0.00
3254, 14180,  27.73806,  5.76382, -15.68135, -0.86806,  0.39988, -0.29421,  0.00,  0.00,  0.00,  0.00
3255, 14181,  28.37883,  4.70193, -15.27423,  0.88711,  0.42885,  0.17065,  0.00,  0.00,  0.00,  0.00
3256, 2181,  28.57465,  4.56781, -15.95515,  0.88711,  0.42885,  0.17065,  0.00,  0.00,  0.00,  0.00
3257, 14182,  27.70347,  6.26186, -15.68358,  0.88711,  0.42885,  0.17065,  0.00,  0.00,  0.00,  0.00
3258, 14183,  26.7271,  2.84871, -15.20377, -0.50511,  0.3961,  0.76679,  0.00,  0.00,  0.00,  0.00
3259, 14184,  27.45483,  2.45839, -14.52277, -0.50511,  0.3961,  0.76679,  0.00,  0.00,  0.00,  0.00
3260, 14185,  27.68198,  4.97811, -15.67473, -0.50511,  0.3961,  0.76679,  0.00,  0.00,  0.00,  0.00
3261, 14186,  27.22163,  4.07716, -16.4501,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3262, 14187,  28.01699,  3.77207, -16.56682,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3263, 14188,  28.38412,  4.07716, -16.01776,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3264, 14188,  28.38412,  4.07716, -16.01776,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3265, 14189,  26.81699,  3.70982, -15.75549,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3266, 14186,  27.22163,  4.07716, -16.4501,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3267, 14188,  28.38412,  4.07716, -16.01776,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3268, 14190,  28.54095,  3.79273, -15.21637,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3269, 14189,  26.81699,  3.70982, -15.75549,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3270, 14190,  28.54095,  3.79273, -15.21637,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3271, 14191,  27.21855,  4.07716, -15.00605,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3272, 14189,  26.81699,  3.70982, -15.75549,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3273, 14190,  28.54095,  3.79273, -15.21637,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3274, 14192,  27.875,  3.97773, -14.76612,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3275, 14191,  27.21855,  4.07716, -15.00605,  0.00504, -0.99982,  0.01853,  0.00,  0.00,  0.00,  0.00
3276, 14193,  28.57465,  4.56781, -15.95515,  0.67793,  0.44271, -0.58688,  0.00,  0.00,  0.00,  0.00
3277, 14194,  27.9574,  4.8794, -16.43312,  0.67793,  0.44271, -0.58688,  0.00,  0.00,  0.00,  0.00
3278, 14195,  27.70347,  6.26186, -15.68358,  0.67793,  0.44271, -0.58688,  0.00,  0.00,  0.00,  0.00
3279, 14196,  27.27835,  4.58157, -16.34822, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3280, 14197,  27.9574,  4.8794, -16.43312, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3281, 14198,  28.57465,  4.56781, -15.95515, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3282, 14198,  28.57465,  4.56781, -15.95515, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3283, 14199,  26.92135,  4.9966, -15.76438, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3284, 14196,  27.27835,  4.58157, -16.34822, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3285, 14198,  28.57465,  4.56781, -15.95515, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3286, 14200,  28.37883,  4.70193, -15.27423, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3287, 14199,  26.92135,  4.9966, -15.76438, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3288, 14200,  28.37883,  4.70193, -15.27423, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3289, 14201,  27.15522,  4.58119, -15.12124, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3290, 14199,  26.92135,  4.9966, -15.76438, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3291, 14200,  28.37883,  4.70193, -15.27423, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3292, 14202,  27.80386,  5.0232, -14.90311, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3293, 14201,  27.15522,  4.58119, -15.12124, -0.05994, -0.9966,  0.05653,  0.00,  0.00,  0.00,  0.00
3294, 14203,  28.33795,  2.55105, -16.51335,  0.31631,  0.38506, -0.86699,  0.00,  0.00,  0.00,  0.00
3295, 14204,  27.43531,  2.84871, -16.71046,  0.31631,  0.38506, -0.86699,  0.00,  0.00,  0.00,  0.00
3296, 14205,  27.68198,  4.97811, -15.67473,  0.31631,  0.38506, -0.86699,  0.00,  0.00,  0.00,  0.00
3297, 14206,  26.71841,  2.55729, -16.12764,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3298, 14207,  27.43531,  2.84871, -16.71046,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3299, 14208,  28.33795,  2.55105, -16.51335,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3300, 14208,  28.33795,  2.55105, -16.51335,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3301, 14209,  28.74663,  2.84871, -15.68474,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3302, 14206,  26.71841,  2.55729, -16.12764,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3303, 14209,  28.74663,  2.84871, -15.68474,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3304, 14210,  26.7271,  2.84871, -15.20377,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3305, 14206,  26.71841,  2.55729, -16.12764,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3306, 14209,  28.74663,  2.84871, -15.68474,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3307, 14211,  28.35361,  2.61626, -14.84859,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
3308, 14210,  26.7271,  2.84871, -15.20377,  0.00036, -0.9986, -0.05292,  0.00,  0.00,  0.00,  0.00
