VTX, IDX, POSITION.x, POSITION.y, POSITION.z, TEXCOORD0.x, TEXCOORD0.y
35816, 6926, -0.04449,  0.23773,  0.02642,  0.28208,  0.05241
35817, 6938, -0.03621,  0.23722,  0.02511,  0.27749,  0.05272
35818, 6933, -0.0362,  0.24028,  0.01244,  0.27837,  0.06005
35819, 6924, -0.0445,  0.24092,  0.0131,  0.28291,  0.05947
35820, 6938, -0.03621,  0.23722,  0.02511,  0.27749,  0.05272
35821, 6924, -0.0445,  0.24092,  0.0131,  0.28291,  0.05947
35822, 6926, -0.04449,  0.23773,  0.02642,  0.28208,  0.05241
35823, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35824, 6937, -0.03502,  0.24564,  0.02631,  0.27317,  0.0534
35825, 6938, -0.03621,  0.23722,  0.02511,  0.27749,  0.05272
35826, 6928, -0.04566,  0.23383,  0.03417,  0.28274,  0.0481
35827, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35828, 6938, -0.03621,  0.23722,  0.02511,  0.27749,  0.05272
35829, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35830, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35831, 6928, -0.04566,  0.23383,  0.03417,  0.28274,  0.0481
35832, 6941, -0.03547,  0.23975,  0.04018,  0.27477,  0.04356
35833, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35834, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35835, 6941, -0.03547,  0.23975,  0.04018,  0.27477,  0.04356
35836, 6942, -0.03512,  0.24295,  0.03332,  0.27346,  0.04851
35837, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35838, 6939, -0.03633,  0.23309,  0.03216,  0.27786,  0.04799
35839, 6942, -0.03512,  0.24295,  0.03332,  0.27346,  0.04851
35840, 6937, -0.03502,  0.24564,  0.02631,  0.27317,  0.0534
35841, 6943, -0.03548,  0.23942,  0.04089,  0.27495,  0.04235
35842, 6941, -0.03547,  0.23975,  0.04018,  0.27477,  0.04356
35843, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35844, 6943, -0.03548,  0.23942,  0.04089,  0.27495,  0.04235
35845, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35846, 6944, -0.03926,  0.22915,  0.04005,  0.27945,  0.04227
35847, 6944, -0.03926,  0.22915,  0.04005,  0.27945,  0.04227
35848, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35849, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35850, 6940, -0.03816,  0.22932,  0.03868,  0.27917,  0.04364
35851, 6928, -0.04566,  0.23383,  0.03417,  0.28274,  0.0481
35852, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35853, 6944, -0.03926,  0.22915,  0.04005,  0.27945,  0.04227
35854, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35855, 6946, -0.04273,  0.22951,  0.04536,  0.28274,  0.04193
35856, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35857, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35858, 6946, -0.04273,  0.22951,  0.04536,  0.28274,  0.04193
35859, 6946, -0.04273,  0.22951,  0.04536,  0.28274,  0.04193
35860, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35861, 6948, -0.03793,  0.20942,  0.04467,  0.29294,  0.04113
35862, 6946, -0.04273,  0.22951,  0.04536,  0.28274,  0.04193
35863, 6948, -0.03793,  0.20942,  0.04467,  0.29294,  0.04113
35864, 6949, -0.04024,  0.2299,  0.04657,  0.28228,  0.04079
35865, 6949, -0.04024,  0.2299,  0.04657,  0.28228,  0.04079
35866, 6944, -0.03926,  0.22915,  0.04005,  0.27945,  0.04227
35867, 6946, -0.04273,  0.22951,  0.04536,  0.28274,  0.04193
35868, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35869, 6950, -0.048,  0.21238,  0.03301,  0.29337,  0.04762
35870, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35871, 6928, -0.04566,  0.23383,  0.03417,  0.28274,  0.0481
35872, 6950, -0.048,  0.21238,  0.03301,  0.29337,  0.04762
35873, 6945, -0.04523,  0.23019,  0.04151,  0.28317,  0.04411
35874, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35875, 6951, -0.03318,  0.19582,  0.03648,  0.30114,  0.04002
35876, 6948, -0.03793,  0.20942,  0.04467,  0.29294,  0.04113
35877, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35878, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35879, 6951, -0.03318,  0.19582,  0.03648,  0.30114,  0.04002
35880, 6950, -0.048,  0.21238,  0.03301,  0.29337,  0.04762
35881, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35882, 6947, -0.04271,  0.21,  0.04147,  0.29303,  0.04318
35883, 6950, -0.048,  0.21238,  0.03301,  0.29337,  0.04762
35884, 6953, -0.04322,  0.19847,  0.02741,  0.30165,  0.04636
35885, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35886, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35887, 6913, -0.02919,  0.18497,  0.02802,  0.30807,  0.039
35888, 6951, -0.03318,  0.19582,  0.03648,  0.30114,  0.04002
35889, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35890, 6954, -0.03325,  0.18567,  0.02692,  0.30794,  0.04091
35891, 6913, -0.02919,  0.18497,  0.02802,  0.30807,  0.039
35892, 6953, -0.04322,  0.19847,  0.02741,  0.30165,  0.04636
35893, 6954, -0.03325,  0.18567,  0.02692,  0.30794,  0.04091
35894, 6952, -0.03762,  0.19629,  0.0341,  0.30124,  0.04214
35895, 6953, -0.04322,  0.19847,  0.02741,  0.30165,  0.04636
35896, 6955, -0.03938,  0.18911,  0.02388,  0.30698,  0.04466
35897, 6954, -0.03325,  0.18567,  0.02692,  0.30794,  0.04091
35898, 6955, -0.03938,  0.18911,  0.02388,  0.30698,  0.04466
35899, 6914, -0.03299,  0.18242,  0.02268,  0.31028,  0.04146
35900, 6954, -0.03325,  0.18567,  0.02692,  0.30794,  0.04091
35901, 6914, -0.03299,  0.18242,  0.02268,  0.31028,  0.04146
35902, 6913, -0.02919,  0.18497,  0.02802,  0.30807,  0.039
35903, 6954, -0.03325,  0.18567,  0.02692,  0.30794,  0.04091
35904, 6955, -0.03938,  0.18911,  0.02388,  0.30698,  0.04466
35905, 6932, -0.04012,  0.18823,  0.02012,  0.3084,  0.04593
35906, 6914, -0.03299,  0.18242,  0.02268,  0.31028,  0.04146
35907, 6949, -0.04024,  0.2299,  0.04657,  0.28228,  0.04079
35908, 6948, -0.03793,  0.20942,  0.04467,  0.29294,  0.04113
35909, 6956, -0.03244,  0.20983,  0.0456,  0.293,  0.03912
35910, 6949, -0.04024,  0.2299,  0.04657,  0.28228,  0.04079
35911, 6956, -0.03244,  0.20983,  0.0456,  0.293,  0.03912
35912, 6957, -0.03744,  0.23025,  0.04652,  0.28214,  0.03967
35913, 6957, -0.03744,  0.23025,  0.04652,  0.28214,  0.03967
35914, 6956, -0.03244,  0.20983,  0.0456,  0.293,  0.03912
35915, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35916, 6957, -0.03744,  0.23025,  0.04652,  0.28214,  0.03967
35917, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35918, 6959, -0.03498,  0.22984,  0.04582,  0.28272,  0.03867
35919, 6956, -0.03244,  0.20983,  0.0456,  0.293,  0.03912
35920, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35921, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35922, 6956, -0.03244,  0.20983,  0.0456,  0.293,  0.03912
35923, 6961, -0.02829,  0.1964,  0.0371,  0.30114,  0.03796
35924, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35925, 6961, -0.02829,  0.1964,  0.0371,  0.30114,  0.03796
35926, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
35927, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35928, 6961, -0.02829,  0.1964,  0.0371,  0.30114,  0.03796
35929, 6963, -0.025,  0.18557,  0.02829,  0.3082,  0.03717
35930, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
35931, 6951, -0.03318,  0.19582,  0.03648,  0.30114,  0.04002
35932, 6913, -0.02919,  0.18497,  0.02802,  0.30807,  0.039
35933, 6963, -0.025,  0.18557,  0.02829,  0.3082,  0.03717
35934, 6951, -0.03318,  0.19582,  0.03648,  0.30114,  0.04002
35935, 6963, -0.025,  0.18557,  0.02829,  0.3082,  0.03717
35936, 6961, -0.02829,  0.1964,  0.0371,  0.30114,  0.03796
35937, 6959, -0.03498,  0.22984,  0.04582,  0.28272,  0.03867
35938, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35939, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35940, 6959, -0.03498,  0.22984,  0.04582,  0.28272,  0.03867
35941, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35942, 6965, -0.03254,  0.23107,  0.04409,  0.28361,  0.03755
35943, 6965, -0.03254,  0.23107,  0.04409,  0.28361,  0.03755
35944, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35945, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35946, 6965, -0.03254,  0.23107,  0.04409,  0.28361,  0.03755
35947, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35948, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
35949, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
35950, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35951, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
35952, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
35953, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
35954, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
35955, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35956, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
35957, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
35958, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35959, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35960, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
35961, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35962, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35963, 6966, -0.01812,  0.21727,  0.03315,  0.29341,  0.03016
35964, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35965, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35966, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35967, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35968, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35969, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35970, 6958, -0.02678,  0.21104,  0.04479,  0.2932,  0.03693
35971, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35972, 6964, -0.0222,  0.2131,  0.04157,  0.29345,  0.03467
35973, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35974, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
35975, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
35976, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35977, 6974, -0.01377,  0.19526,  0.02381,  0.30626,  0.02994
35978, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
35979, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35980, 6974, -0.01377,  0.19526,  0.02381,  0.30626,  0.02994
35981, 6971, -0.01521,  0.20449,  0.02752,  0.30102,  0.02951
35982, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35983, 6975, -0.01761,  0.18933,  0.02692,  0.30768,  0.03353
35984, 6974, -0.01377,  0.19526,  0.02381,  0.30626,  0.02994
35985, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35986, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
35987, 6975, -0.01761,  0.18933,  0.02692,  0.30768,  0.03353
35988, 6960, -0.02344,  0.19779,  0.03659,  0.30108,  0.03587
35989, 6975, -0.01761,  0.18933,  0.02692,  0.30768,  0.03353
35990, 6972, -0.01945,  0.20002,  0.03425,  0.30108,  0.03376
35991, 6974, -0.01377,  0.19526,  0.02381,  0.30626,  0.02994
35992, 6975, -0.01761,  0.18933,  0.02692,  0.30768,  0.03353
35993, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
35994, 6974, -0.01377,  0.19526,  0.02381,  0.30626,  0.02994
35995, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
35996, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
35997, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
35998, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
35999, 6975, -0.01761,  0.18933,  0.02692,  0.30768,  0.03353
36000, 6912, -0.02379,  0.18165,  0.02382,  0.31078,  0.03693
36001, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
36002, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
36003, 6912, -0.02379,  0.18165,  0.02382,  0.31078,  0.03693
36004, 6962, -0.02095,  0.18688,  0.02802,  0.30796,  0.03537
36005, 6963, -0.025,  0.18557,  0.02829,  0.3082,  0.03717
36006, 6912, -0.02379,  0.18165,  0.02382,  0.31078,  0.03693
36007, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36008, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
36009, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
36010, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36011, 6965, -0.03254,  0.23107,  0.04409,  0.28361,  0.03755
36012, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
36013, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36014, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36015, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
36016, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36017, 6967, -0.03125,  0.23111,  0.04033,  0.28423,  0.0355
36018, 6980, -0.03488,  0.23875,  0.04107,  0.2749,  0.03853
36019, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36020, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36021, 6980, -0.03488,  0.23875,  0.04107,  0.2749,  0.03853
36022, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36023, 6981, -0.03495,  0.2393,  0.0401,  0.27454,  0.037
36024, 6981, -0.03495,  0.2393,  0.0401,  0.27454,  0.037
36025, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36026, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36027, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
36028, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36029, 6979, -0.04157,  0.22928,  0.03962,  0.27929,  0.03702
36030, 6981, -0.03495,  0.2393,  0.0401,  0.27454,  0.037
36031, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36032, 6983, -0.0354,  0.24285,  0.03347,  0.27387,  0.03229
36033, 6980, -0.03488,  0.23875,  0.04107,  0.2749,  0.03853
36034, 6984, -0.0399,  0.23002,  0.04081,  0.2791,  0.03928
36035, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36036, 6980, -0.03488,  0.23875,  0.04107,  0.2749,  0.03853
36037, 6985, -0.035,  0.23879,  0.04138,  0.27511,  0.03937
36038, 6984, -0.0399,  0.23002,  0.04081,  0.2791,  0.03928
36039, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36040, 6984, -0.0399,  0.23002,  0.04081,  0.2791,  0.03928
36041, 6959, -0.03498,  0.22984,  0.04582,  0.28272,  0.03867
36042, 6978, -0.04086,  0.22917,  0.04109,  0.27937,  0.03837
36043, 6959, -0.03498,  0.22984,  0.04582,  0.28272,  0.03867
36044, 6965, -0.03254,  0.23107,  0.04409,  0.28361,  0.03755
36045, 6983, -0.0354,  0.24285,  0.03347,  0.27387,  0.03229
36046, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36047, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36048, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36049, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36050, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36051, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36052, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36053, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36054, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36055, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36056, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36057, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36058, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36059, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36060, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36061, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36062, 6991, -0.01667,  0.22309,  0.0001,  0.2962,  0.01443
36063, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36064, 6991, -0.01667,  0.22309,  0.0001,  0.2962,  0.01443
36065, 6992, -0.03183,  0.23936,  0.00019,  0.28346,  0.01345
36066, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36067, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36068, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36069, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36070, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36071, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36072, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36073, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36074, 6995, -0.01306,  0.20685,  0.00001,  0.30632,  0.01709
36075, 6989, -0.01674,  0.22255,  0.0115,  0.29508,  0.02027
36076, 6995, -0.01306,  0.20685,  0.00001,  0.30632,  0.01709
36077, 6991, -0.01667,  0.22309,  0.0001,  0.2962,  0.01443
36078, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36079, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36080, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36081, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36082, 6997, -0.01217,  0.19469,  0.01632,  0.30874,  0.02727
36083, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36084, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36085, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36086, 6998, -0.01143,  0.19399, -0.00006,  0.31434,  0.02102
36087, 6993, -0.01315,  0.20674,  0.00969,  0.30437,  0.02172
36088, 6998, -0.01143,  0.19399, -0.00006,  0.31434,  0.02102
36089, 6995, -0.01306,  0.20685,  0.00001,  0.30632,  0.01709
36090, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36091, 6998, -0.01143,  0.19399, -0.00006,  0.31434,  0.02102
36092, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36093, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36094, 6894, -0.01274,  0.18307, -0.00004,  0.32118,  0.02662
36095, 6998, -0.01143,  0.19399, -0.00006,  0.31434,  0.02102
36096, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36097, 6997, -0.01217,  0.19469,  0.01632,  0.30874,  0.02727
36098, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36099, 6996, -0.01151,  0.19423,  0.0083,  0.31156,  0.02437
36100, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36101, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36102, 6894, -0.01274,  0.18307, -0.00004,  0.32118,  0.02662
36103, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36104, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36105, 6894, -0.01274,  0.18307, -0.00004,  0.32118,  0.02662
36106, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36107, 6906, -0.01632,  0.17724,  0.00006,  0.32129,  0.03177
36108, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36109, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36110, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36111, 6999, -0.01297,  0.18353,  0.00842,  0.31627,  0.02871
36112, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36113, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36114, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
36115, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36116, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36117, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
36118, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
36119, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36120, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
36121, 6990, -0.01715,  0.22073,  0.02259,  0.29415,  0.02575
36122, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36123, 6987, -0.03181,  0.2352,  0.02591,  0.28297,  0.02739
36124, 6982, -0.04206,  0.23348,  0.03255,  0.27817,  0.03243
36125, 6969, -0.03088,  0.23285,  0.03315,  0.28376,  0.0315
36126, 6968, -0.01728,  0.21924,  0.02803,  0.29371,  0.02804
36127, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
36128, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36129, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
36130, 6997, -0.01217,  0.19469,  0.01632,  0.30874,  0.02727
36131, 6994, -0.01376,  0.20616,  0.01891,  0.30248,  0.02595
36132, 6970, -0.01418,  0.20566,  0.02341,  0.30156,  0.02776
36133, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
36134, 6997, -0.01217,  0.19469,  0.01632,  0.30874,  0.02727
36135, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
36136, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36137, 6997, -0.01217,  0.19469,  0.01632,  0.30874,  0.02727
36138, 6973, -0.01264,  0.19492,  0.02008,  0.3075,  0.02848
36139, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
36140, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36141, 6976, -0.01604,  0.18659,  0.0226,  0.3099,  0.03253
36142, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36143, 7000, -0.01444,  0.18508,  0.0175,  0.31209,  0.03122
36144, 6906, -0.01632,  0.17724,  0.00006,  0.32129,  0.03177
36145, 6895, -0.01343,  0.18336, -0.00845,  0.32616,  0.02854
36146, 6894, -0.01274,  0.18307, -0.00004,  0.32118,  0.02662
36147, 6906, -0.01632,  0.17724,  0.00006,  0.32129,  0.03177
36148, 6903, -0.017,  0.17789, -0.00872,  0.32516,  0.03236
36149, 6895, -0.01343,  0.18336, -0.00845,  0.32616,  0.02854
36150, 6906, -0.01632,  0.17724,  0.00006,  0.32129,  0.03177
36151, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36152, 6908, -0.02188,  0.17521,  0.0092,  0.31767,  0.03639
36153, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36154, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36155, 6910, -0.02286,  0.17862,  0.01867,  0.31316,  0.03672
36156, 7001, -0.01653,  0.17807,  0.00886,  0.31743,  0.03248
36157, 6910, -0.02286,  0.17862,  0.01867,  0.31316,  0.03672
36158, 6908, -0.02188,  0.17521,  0.0092,  0.31767,  0.03639
36159, 6977, -0.01794,  0.18081,  0.01828,  0.31312,  0.03386
36160, 6912, -0.02379,  0.18165,  0.02382,  0.31078,  0.03693
36161, 6910, -0.02286,  0.17862,  0.01867,  0.31316,  0.03672
36162, 6913, -0.02919,  0.18497,  0.02802,  0.30807,  0.039
36163, 6912, -0.02379,  0.18165,  0.02382,  0.31078,  0.03693
36164, 6963, -0.025,  0.18557,  0.02829,  0.3082,  0.03717
36165, 7002, -0.03608,  0.24564,  0.02662,  0.27301,  0.02722
36166, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36167, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36168, 7002, -0.03608,  0.24564,  0.02662,  0.27301,  0.02722
36169, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36170, 7004, -0.03612,  0.24889,  0.01315,  0.27315,  0.01973
36171, 7004, -0.03612,  0.24889,  0.01315,  0.27315,  0.01973
36172, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36173, 7005, -0.04129,  0.24219,  0.00019,  0.27797,  0.01332
36174, 7004, -0.03612,  0.24889,  0.01315,  0.27315,  0.01973
36175, 7005, -0.04129,  0.24219,  0.00019,  0.27797,  0.01332
36176, 7006, -0.03612,  0.24988,  0.00011,  0.27362,  0.01275
36177, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36178, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36179, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36180, 6992, -0.03183,  0.23936,  0.00019,  0.28346,  0.01345
36181, 7005, -0.04129,  0.24219,  0.00019,  0.27797,  0.01332
36182, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36183, 6992, -0.03183,  0.23936,  0.00019,  0.28346,  0.01345
36184, 7003, -0.0413,  0.24124,  0.0126,  0.27755,  0.0201
36185, 6988, -0.03183,  0.23839,  0.01285,  0.28298,  0.02022
36186, 6983, -0.0354,  0.24285,  0.03347,  0.27387,  0.03229
36187, 6986, -0.04127,  0.23817,  0.02525,  0.27748,  0.02746
36188, 7002, -0.03608,  0.24564,  0.02662,  0.27301,  0.02722
36189, 7007, -0.03516,  0.23894,  0.04153,  0.27516,  0.04017
36190, 7008, -0.03536,  0.23917,  0.04134,  0.27507,  0.04125
36191, 7009, -0.03919,  0.22987,  0.04013,  0.27907,  0.04127
36192, 7007, -0.03516,  0.23894,  0.04153,  0.27516,  0.04017
